caption,file_name_1,file_name_2,file_name_3,file_name_4,file_name_5,file_name_6,file_name_7,file_name_8,file_name_9,file_name_10
"Cars and trucks speed by along a highway, including a police car with its siren on.",traffic_night_street.wav,german motorway or the autobahn.wav,tata_hungary__ady_endre_road_20080718.wav,"Sredniy Nikolopeskovsky lane, evening ambiance.wav",Highway Traffic_1-2.wav,street.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,traffic at green light.wav,stoplight.wav,Diesel truck and small car.wav
"A man is talking as seagulls squawk, birds chirp and a bell rings.",sparrows_berlin.wav,swifts 2.wav,vendedor_ambulante.wav,Small italian village - Quite afternoon.wav,Ambient noise Kauai.wav,AMB_CityPark_Day_Seagull_People.wav,Neighbourhood Ambiance.wav,ambient_sound.wav,09-07-15_2053_Small place near metro station Faria Guimaraes in the evening.wav,Morning Ambience city.wav
people are waiting for the cars to stop on a busy road to cross.,Ambience - Quiet Train.wav,20100806.stockholm.street.ambiance.wav,Place Pigalle ambience Paris.wav,BangkokMarket.wav,Street scene in Bangkok.wav,130916 General Paz y Panamericana.wav,erilee_tram_over_bridge.wav,Crossroads with traffic lights #1.wav,bike race 05.wav,noise pollution in a city park.wav
a crowd of people in a space with overlapping conversation.,Cafe 1.wav,BigCrowdBigHall.wav,Ambience outside a series of restaurants.wav,In_a_que01.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Carmel Market.wav,20091217.20.pedestrians.wav,Public Place.wav,UoA_Kcq_voices2_120224.wav,20100806.stockholm.street.ambiance.wav
Continues bell ringing for a long time making low and high pitch.,templebell.wav,crossing bells.wav,Carillon Servaas Church 100411.wav,Bell7.wav,church bell_ljubljana.wav,Bell Ring.R.wav,bikebell.wav,metal-bowl-long-decay.wav,Lisbon&#39;s church.wav,20060730.bells.wav
Rain is hitting a roof and its surrounding.,"Wind in a tree, close to the foliage.wav",RainFallsonUmbrellaMcCoy.wav,Heavy wind and rain.wav,RainFallsThruTinGutterMcCoy.wav,Rain 02 091012.wav,13_Rain_onGrassStone_Gutter_44_16.wav,Fountain at place pigale - Paris - France.wav,"Rain next to open window, dog barks in the distance.wav",rainy alleyway.wav,leaves_on_the_wind.wav
Water is dripping constantly as a person makes stomps with their feet.,gotes mig.wav,gotes lent.wav,Washing and scrubbing.wav,WaterRunning.wav,lavar platos.wav,Water plopping in pulling out small object.wav,Ambient washing dishes.wav,"Water - Leak, small.wav",WATER DRIP 2 ECHO LOW PITCH.wav,Dribbling water Edited.wav
"Water is flowing steadily, smoothly and  constantly downstream.",20130825-Water-fountain-Slavonice.wav,WS RunningWater.wav,Water on tarp 2.wav,burton_waterfall_02.wav,river_small_close_01.wav,White Water.wav,131227_strumyk_2.wav,creekclose.wav,Running water 20121021T2335.wav,creek_tyrol_austria.wav
A screw being tightened in place until it cant be tightened.,Squeaky Windshield Wipers.wav,Remulada.wav,stretch .wav,md1trk13.wav,zippers02.wav,tile-scrape-flange1.wav,Stanley Knife Scraping Macbook.wav,Old metal pail.wav,150209 Trevor Webb Teeth Brushing.wav,stones on thin ice.wav
"A man speaks, a muffled crowd in the background.",gaunermarkt_werbung.wav,Cafe 1.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Ambience outside a series of restaurants.wav,BigCrowdBigHall.wav,In_a_que01.wav,Quiet Chat.wav,UoA_Kcq_voices2_120224.wav,Outside UU FSW 080701.wav,Bar atmosphere - Not So Busy.wav
A bell is being tapped and chimes slowly.,templebell.wav,Wine glass hits.wav,Bell Ring.R.wav,metal-bowl-long-decay.wav,Pounding a metal stake with hammer v2.wav,cowbells1.wav,More china bowl.wav,bikebell.wav,20060729.lid.wav,Bell7.wav
A person sharpening a knife faster and then slows towards the end.,Gun Cleaning.wav,tile-scrape-flange1.wav,md1trk13.wav,butter_toast_2x.wav,Filing Nail.wav,IRON_SLIDE.wav,sanding wallboard.wav,Metal coat hanger on steel hook.wav,Blinds being opened and closed quickly and slowly.wav,metallic_crackle.wav
Bells from a church are ringing outside while cars drive by and birds chirp in the background.,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,Neighbourhood Ambiance.wav,street.wav,The Commons.wav,Lisbon&#39;s church.wav,1167church_clock_striking_ten.wav,spider_monkeys.wav,tata_hungary__ady_endre_road_20080718.wav,Morning Ambience city.wav,City Traffic (Outdoor).wav
Water is being poured/fetched from a container.,gootsteen.wav,gotes lent.wav,Water_bubbles_stereo_StereoPiezo_44_24.wav,"Water - Leak, small.wav",ambient bubbling liquid.wav,drainage pipe running.wav,gotes mig.wav,bathroomSink1.wav,WATER DRIP 2 ECHO LOW PITCH.wav,Rain_Patter_01.wav
A man take a sip of liquid food.,Remulada.wav,drainage pipe running.wav,stretch .wav,20060129.scrub.04.wav,AlexandreJourdan_2013_s2.wav,icesplashes3.wav,Splashing in water.wav,Running water 20121021T2335.wav,Espresso Machine.wav,Chewing_Fx.wav
Cars are driving by a busy road outside.,traffic_night_street.wav,traffic at green light.wav,tata_hungary__ady_endre_road_20080718.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,german motorway or the autobahn.wav,Highway Traffic_1-2.wav,Diesel truck and small car.wav,street.wav,Boulevard with motorbike.wav,Crossroads with traffic lights #1.wav
Crickets chirping loudly with faint bird chirping in the background.,AugustNightInCornField.wav,20060804.marshes.cricket02.wav,Cicada 1.wav,Crickets Night 2.wav,Cricket2.wav,August night.wav,20060426.marsh.crikets.bee-eaters.stereo.wav,high park crickets.3.wav,Night in nature 2.wav,"Insects in the herbs of the plain, thunders in background.wav"
A lawnmower is running loudly then gets slightly softer.,engine boat passing by.wav,TAMPER_0332.wav,Engine Reving.wav,ATV foley &amp; drive in woods - Reverberant [ST].wav,20091217.05.street.cleaning.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,Diesel train arrives and departs 1.wav,motors-moteurs.wav,arrancada i aturada de la moto.wav,refrigerator buzzing.wav
Water sprays onto an object and runs along the ground in rivulets.,Dry Erase.wav,Scraping of a Carpet with a Brush.wav,Water on Coal.wav,BodyDrag2.wav,Fuse.wav,Brushing Hair.wav,Melon Stabs (Juicy).wav,md1trk18.wav,3 persons walking slowly on grass noisy ambient 2.wav,vacuuming upholstery.wav
"A person walks to a car, opens the door, starts the car and drives away while the alarm dings.",Footsteps on Wood floor 1.wav,Getting Into Car and Driving Away.wav,road_spikes.wav,Coming into a hospital in saturday.wav,entering1.wav,110719_glasgowdemolish.wav,istanbul tram.wav,20091226.soft.door.wav,elevator 001.wav,bike race 05.wav
Some plastic cases being opened and snapped off from it.,150209 Trevor Webb Snooker.wav,echo_ljubljana_castle.wav,DVD Cases.wav,metallic scratches an rubs.wav,Twist Off Bottle Cap.wav,Briefcase Open &amp; Close 2.wav,abandoned-ballroom-objects-wood-metal.wav,hits_bathroomStomp.wav,fist bang 2.wav,160170_Gravel_OWI.wav
"Someone unlocks a car, goes through its door and adjusts its controls.",Elevator Ride and Door Open Merchants Bldg.wav,Opening and Closing an old Glass Door.wav,closing washing machine.wav,FX_Closing Sqeezing Wooden Door.wav,Coming into a hospital in saturday.wav,Getting Into Car and Driving Away.wav,Auto_Door_Open_Close.wav,Squeaking of door handle and rumbling of door.wav,"HOUSEHOLD-FRIDGE-Whirlpool-brand fridge cooling, opening and closing fridge door_001.wav",fist bang 2.wav
Someone is making crackling sounds that repeat at intervals.,Plastic bag crumple.wav,Pills02.wav,Popcorn Foley.wav,Remulada.wav,160170_Gravel_OWI.wav,AlexandreJourdan_2013_s2.wav,Fire crackling.wav,stretch .wav,WaterDrops.wav,envelope.wav
"People are talking in the background while someone is walking, making a noise.",20091217.20.pedestrians.wav,maastricht town sounds.wav,In_a_que01.wav,UoA_Kcq_voices2_120224.wav,SR005F.wav,BigCrowdBigHall.wav,UoA_PJ120202_HighStAlleyEch.wav,noise pollution in a city park.wav,Ambience outside a series of restaurants.wav,steps in the station.wav
knife cutting on top of a wooden board.,Chains Being Rolled Up.wav,md3trk14.wav,Hangers Moving.wav,Metal coat hanger on steel hook.wav,butter_toast_2x.wav,Tool Box.wav,metallic scratches an rubs.wav,object falls on wood.wav,Setting Class on Table_02-01.wav,settingdownglassbottle.wav
An acoustic guitar is being strummed persistently at the same pace.,abandoned-ballroom-objects-wood-metal.wav,safe deposit box lock-unlock.wav,Squeaking of door handle and rumbling of door.wav,water jugs.wav,Microwave1.wav,Gas Door.wav,Door in SPB-045.wav,Stiff Metal Wire.wav,gotes mig.wav,kettle-watergong3.wav
The wind is hollowing inside a long empty tube.,Mouth Wind Howling.wav,Wailing Wind.wav,windy day indoors windows rattle.wav,"wind, basement, dripping water.wav",natural_wind.wav,AMB_traffic_night_distant_02.wav,Ambience of the battle field2.wav,Waves near the dock.wav,Neighborhood Ambiance.wav,Desert at Night.wav
A number of wind chimes are blowing in the wind hitting upon themselves.,cowbells1.wav,1_ambiente inicio.wav,crossing bells.wav,templebell.wav,MetroTrain.wav,20110823_mountain.01.wav,church_bell_song.wav,bright_wind.wav,Key Jingling.wav,copper-chimes.wav
A couple of different kinds of birds are chirping at different volume levels.,Sk310308 chaffinch crow.wav,ambient_sound.wav,Spring Birds in Finnish forest.wav,Ambient noise Kauai.wav,20060607.bird.gone.nuts.wav,In an English Suburban Garden.wav,Birds and Nature.wav,nightbird.wav,Birds_Singing.wav,Birds of Noosa Biosphere Reserve.wav
A metal object is being pounded on several times to make music.,Bell from large rabbit plush.wav,IRON_SLIDE.wav,abandoned-ballroom-objects-wood-metal.wav,safe deposit box lock-unlock.wav,Ambience_hurricane tube_low freq.wav,Glasses Kitchen_IO.wav,04122 metallic cinematic hits.wav,contact_mic_on_satellite_dish09.wav,CR SharktoGnawAmb.wav,Door in SPB-045.wav
Static is being emitted with intermittent strength with various beeping occurring.,bright_wind.wav,Electromagnetic Waves on a Macbook Pro.wav,crossing bells.wav,5. Apartment ambience inside room.wav,Desert at Night.wav,20110823_mountain.01.wav,Voktebef_I&#39;m not sure if I&#39;m here.wav,AMB_traffic_night_distant_02.wav,Ambience_Outdoor_Wind_Birds.wav,Waves near the dock.wav
An object is repeatedly bouncing off of a metal surface.,Squeaking of door handle and rumbling of door.wav,Metal coat hanger on steel hook.wav,kitchen indoor atmosphere.wav,abandoned-ballroom-objects-wood-metal.wav,closing washing machine.wav,CR SharktoGnawAmb.wav,Metal_Tin_Hit_bang.wav,door walking exit.wav,150209 Trevor Webb Snooker.wav,pukanie1.wav
"Birds are whistling while crickets are chirping, a snake rustles in the grass.",Tokyo-cicadas.wav,20060426.marsh.crikets.bee-eaters.stereo.wav,screech_owl.wav,Night in nature 2.wav,"Insects in the herbs of the plain, thunders in background.wav",high park crickets.3.wav,20070628.casual.ambiance.wav,Cricket2.wav,AugustNightInCornField.wav,Cicada.1.45.wav
Birds chirp and sing while something rattles and vibrates loudly.,spider_monkeys.wav,The Commons.wav,Helicopter and crows passing overhead.wav,Birds and Nature.wav,Cicada.1.45.wav,Neighbourhood Ambiance.wav,ambient_sound.wav,An English Country Garden in July.wav,Cricket2.wav,pineforest winter NL SHORT 130110_00.wav
A train whistles slowly and then loudly as time goes on.,kamakura_train.wav,screech_owl.wav,Moscow metro journey.wav,ShortTrain.wav,TREIN3.wav,vertrek.wav,subway train.L.wav,WasherEndWashCycleStartSpinCycle.wav,treinREM2.wav,NY 176andSt.Nicholas AMB.wav
Water is flowing on tap and washing is also have in there.,Water_Falling_Bathtub_Drain.wav,20130825-Water-fountain-Slavonice.wav,gully with water drips.wav,shower short.wav,bathroomSink1.wav,WATER SHOWER 001.wav,Stream Under Rocks.wav,Taps in the Bath.wav,Peeing into toilet.wav,sink1.wav
A person walks through dried leaves while the wind whistles and howls.,dog howl in woods.wav,screech_owl.wav,Urban owl hoot.wav,Desert at Night.wav,footsteps in woods.wav,bebops_wind2.wav,PJcalls2.wav,3 persons walking slowly on grass noisy ambient 2.wav,pineforest winter NL SHORT 130110_00.wav,outdoors ambient distant village 2.wav
Drum beats keep time and change in tone.,Short circuit.wav,Sound_FX_dishmachine_digital.wav,Hammering on Anvil.wav,Metal_Tin_Hit_bang.wav,clang_metal_(hit).wav,telefono_en_espera.wav,Door pounding - increasing intensity.wav,Pounding a metal stake with hammer v2.wav,Spooky Atmosphere.wav,metal-bowl-long-decay.wav
A person walks over gravel at a steady and calm pace.,20060129.scrub.04.wav,gravel walking.wav,20060510.walk.scrub.wav,Footsteps Dirt 02.wav,footsteps in woods.wav,Splashing in water.wav,fly 1 sands_05.wav,plastic foil (outdoor recording).wav,the sound of melting snow on the path high in the mountains - front.wav,footsteps-gravel-birds.wav
"Cars pass by, growing louder as they get near, while a child speaks.",bike race 05.wav,Place Pigalle ambience Paris.wav,traffic at green light.wav,street.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,Oxford Cambridge boat race 2010.wav,german motorway or the autobahn.wav,09-07-15_2053_Small place near metro station Faria Guimaraes in the evening.wav,City Traffic (Outdoor).wav,tata_hungary__ady_endre_road_20080718.wav
"Someone used a shovel to push snow, dirt or sand along the ground.",plastic foil (outdoor recording).wav,3 persons walking slowly on grass noisy ambient 2.wav,20060510.walk.scrub.wav,footsteps_pebble_each_01.wav,md1trk18.wav,HeavySkirtMovement.wav,20060129.scrub.04.wav,footsteps in woods.wav,footsteps-gravel-birds.wav,Footsteps on Crunchy Snow.wav
Many birds are screaming together in one place.,AMB_CityPark_Day_Seagull_People.wav,Ambient noise Kauai.wav,crows and owl.wav,20070628.casual.ambiance.wav,grilla_garden_ambience.wav,single bird.wav,20080321.warbler.n.dogs.wav,sparrows_berlin.wav,Budgies Chirping 2.wav,Birds and Nature.wav
Cattle moo and sheep make baa sounds in a meadow as birds fly overhead and sit in trees.,sheep calling her baby lambs.wav,20080302.sheeps.close.wav,Sheep bleating.wav,Buzzbees.wav,"Bumblebees in garden, calm wind, crickets in background 1,21min.wav",soundscape forest.wav,redbarn_feeding-horses.wav,bumble bee web.wav,Yellow Throated Honeyeater.wav,An English Country Garden in July.wav
The wind whips as an airplane flies by in the distance.,german motorway or the autobahn.wav,Waves near the dock.wav,AMB_traffic_night_distant_02.wav,Ambience of the battle field2.wav,CP_Whipping_Wind_Storm_Medium01.wav,Neighborhood Ambiance.wav,5_Navy-Blue-Angels-jets_CLIP.wav,Car Pass and Horse Twang - CherryGardens.wav,synthwind.wav,FastCarAmb.wav
"The motor gets louder then quieter, has a piece of paper flutters by.",office.refrigerator.wav,City House Ambience.wav,graveylargo.wav,jetengines.wav,ambiant hangar sound.wav,Neighborhood Ambiance.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,ambience winter train station outdoor quiet distant construction.wav,City Street.wav,washing_machine_beginning.wav
Objects are being dropped into a container periodically.,Glasses Kitchen_IO.wav,bruits.chute.petite.urne.gravillons.wav,Rustling keys.wav,Bell from large rabbit plush.wav,Tool Box.wav,object falls on wood.wav,Dropping and Putting Down of Keys.wav,Key Jingling.wav,metallic_crackle.wav,Wine glass hits.wav
They people waking to the ground and background steps.,maastricht town sounds.wav,dog howl in woods.wav,steps in the station.wav,Covent_Garden_rain_5.wav,UoA_PJ120202_HighStAlleyEch.wav,noise pollution in a city park.wav,3 persons walking slowly on grass noisy ambient 2.wav,horse in woods 130213_00.wav,20091217.20.pedestrians.wav,footsteps-gravel-birds.wav
Tap water is pouring into a water-filled sink.,sink1.wav,shower short.wav,Tap Water Open.wav,bathroom_water_tap_on_fill_off_drain_24_96_stereo.wav,Sink running-drain.wav,Taps in the Bath.wav,tub faucet and drain.wav,Peeing into toilet.wav,bathroomSink1.wav,Sink_on_off.wav
A subway departs a station while birds are chirping followed by men chatting and walking.,istanbul tram.wav,UoA_Kcq_voices2_120224.wav,Neighbourhood Ambiance.wav,Ambience outside a series of restaurants.wav,Small italian village - Quite afternoon.wav,indoors house ambient living room tone distant neighbours and traffic.wav,tube_arriving.wav,AMB_Ext_Residential_Day_Stereo_002.wav,noise pollution in a city park.wav,Moscow metro journey.wav
A variety of birds chirping one after the other.,ambient_sound.wav,Birds and Nature.wav,spider_monkeys.wav,nightbird.wav,Birds of Noosa Biosphere Reserve.wav,Birds_Singing.wav,In an English Suburban Garden.wav,20060607.bird.gone.nuts.wav,Spring Birds in Finnish forest.wav,screech_owl.wav
A machine is whirring constantly as people chat.,Apartment Ambiance 2.wav,PS3F_FOZ_centro_Mufato_anuncio2_tarde.wav,RomaBenzinaioGas_viaPomonte.wav,Tea Garden Outside Ambience.wav,Grocery Shop Atmos.wav,0129 Big_shop.wav,traffic from inside an apartment.wav,indoors ambient room tone 1.wav,InsideBus.wav,CafeAmbience.wav
"A door is closed, keys are jingling while it is being locked.",20091226.soft.door.wav,entering1.wav,Key Jingling.wav,Coming into a hospital in saturday.wav,20091226.squeaky.door.wav,closingmyfrondoor.wav,Glasses Kitchen_IO.wav,Elevator Ride and Door Open Merchants Bldg.wav,Bell from large rabbit plush.wav,Footsteps on Wood floor 1.wav
A person opens a cabinet as the water runs from the faucet in the background.,gotes mig.wav,sink1.wav,lavar platos.wav,shower short.wav,bathroom_water_tap_on_fill_off_drain_24_96_stereo.wav,gotes lent.wav,Taps in the Bath.wav,Sink_on_off.wav,Sink running-drain.wav,bathroomSink1.wav
A large metal object falls down and makes a loud noise.,Ambience_hurricane tube_low freq.wav,lift_relais.wav,Hammering_Empty tank_large_CLOSE.wav,ambiant hangar sound.wav,jetengines.wav,Door in SPB-045.wav,windy day indoors windows rattle.wav,04122 metallic cinematic hits.wav,contact_mic_on_satellite_dish09.wav,CR SharktoGnawAmb.wav
A door with squeaky hinges opens and closes then latches.,FX_Closing Sqeezing Wooden Door.wav,door_squeaky.wav,creaky-door-11.wav,Squeaky Windshield Wipers.wav,entering1.wav,Old metal pail.wav,door walking exit.wav,Opening and closing a big old door.wav,door sound.wav,big wooden door open close.wav
Cars are driving by a busy street where people are talking and walking around.,Place Pigalle ambience Paris.wav,20100806.stockholm.street.ambiance.wav,BangkokMarket.wav,Ousman Ramble.wav,bike race 05.wav,aup.wav,traffic at green light.wav,UoA_Kcq_voices2_120224.wav,noise pollution in a city park.wav,140815_drezyna_2.wav
A machine makes a bubbling and chirping noise as the rubber on it moves along.,Helicopter and crows passing overhead.wav,NY 176andSt.Nicholas AMB.wav,"wind, basement, dripping water.wav",Cricket2.wav,Cicada.1.45.wav,Espresso Machine.wav,City Street.wav,bath room fan.wav,pineforest winter NL SHORT 130110_00.wav,The Commons.wav
A man speaks and scrapes a hard surface with a metallic scraper.,Gun Cleaning.wav,butter_toast_2x.wav,Scraping of a Carpet with a Brush.wav,md1trk13.wav,Zipper sounds.wav,Metal coat hanger on steel hook.wav,Blinds being opened and closed quickly and slowly.wav,RKeaton_EMF366_3_Water In Glass Bottle with Metal Cap.wav,Filing Nail.wav,foley noisy chair moving standing up different speed.wav
"Baking foil is being squished by someone, while making a noise.",indoors ambient room tone 1.wav,cigarette_lighter.wav,PS3F_FOZ_centro_Mufato_carrinhos_tarde.wav,Polaroid Camera Shot.wav,InsideBus.wav,Match being lit.wav,traffic from inside an apartment.wav,fliping paper.wav,Mascara.wav,rainy alleyway.wav
A gust of air is moving through a vent.,plastic foil (outdoor recording).wav,ambiant hangar sound.wav,german motorway or the autobahn.wav,City Street.wav,dumpster truck.wav,"Sredniy Nikolopeskovsky lane, evening ambiance.wav",Ambience_Outdoor_Wind_Birds.wav,psikedelic.wav,Engine Reving.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav
Vacuuming the floor with some hard scrub with water and electricity.,water_sink.wav,"Running Water, various pressure.wav",Cricket2.wav,shower short.wav,dishwasher01.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,indoors WC bathroom ambient room tone.wav,Espresso Machine.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,Machine.wav
Loud truck then people talking before a bang.,Traffic Karl-Liebknechtstrasse 111223.wav,130916 General Paz y Panamericana.wav,glassfordstreet.wav,balloonburner.wav,Oxford Cambridge boat race 2010.wav,Street scene in Bangkok.wav,Amusement Park.wav,Travers.wav,02-BikeDemo_Chimes_Speak.wav,lift_relais.wav
People are playing basketball or some other sport inside a gymnasium.,inside an old factory under recustruction.wav,20150712_underground.parking.wav,firenze_kids_churchyard.wav,steps in the station.wav,shopper_atmos.wav,echo_ljubljana_castle.wav,stenochscentre.wav,city town Havana afternoon balcony.wav,20091226.squeaky.door.wav,begin-metro-BCN.wav
group of woman or girls sings well in some program.,wien_demo.wav,trolley car B.wav,Kurla local train station Mumbai (1).wav,Subway to Namba St. .wav,city park Tel Aviv.wav,vendedor_ambulante.wav,meeting singing on boat - galilee.wav,Binnenrotte market live 100309.wav,noise pollution in a city park.wav,Ambience outside a series of restaurants.wav
An elevator is moving after the door closes.,Elevator Ride and Door Open Merchants Bldg.wav,Coming into a hospital in saturday.wav,closing washing machine.wav,entering1.wav,elevator 001.wav,Door in SPB-045.wav,lift_relais.wav,Footsteps on Wood floor 1.wav,20091226.soft.door.wav,big wooden door open close.wav
"Cars are driving in the background, a train rattles as it passes by.",DH12_141Tram1.wav,vertrek.wav,110719_glasgowdemolish.wav,"Train Passing, Close, Left to Right, B.wav",Train Plan V 090627.wav,backhoes.wav,AMB_Ext_Residential_Day_Stereo_002.wav,istanbul tram.wav,TREIN3.wav,"Amtrak Crescent and Commuter Train, Left to Right.wav"
Rain falls from a drain while a car passes by.,Fountain at place pigale - Paris - France.wav,Rain 02 091012.wav,StreamPTDMos.wav,inicio.wav,Heavy Rain tin roof.wav,"Rain next to open window, dog barks in the distance.wav",Heavy wind and rain.wav,creek_tyrol_austria.wav,thunderstorm_4.wav,Water on tarp 2.wav
"A baby having a bath, splashing around whilst talking with someone.",stanley_and_reese_bath_03.wav,bathtub feet squeek with water splashes .wav,SuctionTool.wav,CFX-20130331-UK-DorsetHarbour04.wav,icesplashes3.wav,20110823_mountain.01.wav,rowing boat.wav,CFX-20130331-UK-DorsetHarbour02.wav,Oxford Cambridge boat race 2010.wav,08-Bakken_RacingCars.wav
A  train is moving along on a track.,vertrek.wav,Moscow metro journey.wav,Train Plan V 090627.wav,TREIN3.wav,backhoes.wav,"Amtrak Crescent and Commuter Train, Left to Right.wav",110719_glasgowdemolish.wav,"Train Passing, Close, Left to Right, B.wav",kamakura_train.wav,istanbul tram.wav
"Someone is typing continuously, extremely quickly, on a typewriter.",type writer.wav,fliping paper.wav,Kitchen Timer Ticking Long.wav,Polaroid Camera Shot.wav,cigarette_lighter.wav,Popcorn Foley.wav,wine_glasses_drying_bottom_up (miroslawski.net).wav,Pills02.wav,plants-watering.wav,Squeaking of door handle and rumbling of door.wav
Pipes are banging intermittently with high pitched sounds.,Ambience_hurricane tube_low freq.wav,abandoned-ballroom-objects-wood-metal.wav,Door pounding - increasing intensity.wav,entering1.wav,Metal_Tin_Hit_bang.wav,Remove crashed glass.wav,Pounding a metal stake with hammer v2.wav,Hammering_Empty tank_large_CLOSE.wav,Door in SPB-045.wav,Bell from large rabbit plush.wav
Some metals or papers rub against each other.,plants-watering.wav,entering shower moving curtain raffle raffling foley VARIOUS TAKES.wav,light.wav,bread_in_toaster.wav,Cutting paper.wav,Washing short hair.wav,PS3F_FOZ_centro_Mufato_carrinhos_tarde.wav,3 persons walking slowly on grass noisy ambient 2.wav,Scraping of a Carpet with a Brush.wav,Polaroid Camera Shot.wav
One vehicle is moving very slowly and show more sound.,City Street.wav,german motorway or the autobahn.wav,Rural nightfall atmos.wav,tata_hungary__ady_endre_road_20080718.wav,NY 176andSt.Nicholas AMB.wav,Neighborhood Ambiance.wav,street.wav,atmo__wind_leaves_water_traffic.wav,Roof with fans.wav,110719_glasgowdemolish.wav
A big breath is taken whilst travelling on a train.,Inside a train 2.wav,Wailing Wind.wav,Footsteps on Wood floor 1.wav,windy day indoors windows rattle.wav,jetengines.wav,Train Mill Hill v1.wav,HARDWARE STORE ROOMTONE.wav,NY 176andSt.Nicholas AMB.wav,indoors dorm dormitory ambient room tone closed window distant noises neighbours.wav,Broom brushing on mat.wav
Thunder rumbles in the distance and grows closer as rain falls to the ground.,very strong thunder by fresco.wav,thunder_nl.wav,LightningCrash.wav,Rain falling and thunder clapping in a storm.wav,Torden og lynild 3.wav,20070610.thunder.wav,rain_villaverde1.wav,sw_thunder_03.wav,Thunder (Olympus LS-20M).wav,2016-10-06 Thunder Crack.wav
A lot of different kinds of birds are chirping.,Birds and Nature.wav,ambient_sound.wav,Sk310308 chaffinch crow.wav,Ambient noise Kauai.wav,20060607.bird.gone.nuts.wav,In an English Suburban Garden.wav,The Commons.wav,spider_monkeys.wav,Spring Birds in Finnish forest.wav,nightbird.wav
"An alarm clock ticks, the alarm rings, and it goes back to ticking.",Old alarm clock (ticking and ringing).wav,SmallCarriageClockTicking.wav,Analog Wall Clock.wav,Short circuit.wav,DeLisa Foley clicky robot talk 02.wav,telefono_en_espera.wav,satellite receiving busy signal.wav,Electric Stovetop.wav,disquetera3.wav,texting with i-phone.wav
Motor runs faster to a longer phrase of time.,20091217.05.street.cleaning.wav,kitchen refrigerator working.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,03480 static white noise.wav,Electromagnetic Waves on a Macbook Pro.wav,bath room fan.wav,JM_MACHINE_Coffee Machine 01 - Office.wav,014_House_Fan.wav,ambiant hangar sound.wav,faucet2.wav
"A person is driving a car on the road through water, water is splattering.",waves and that helicopter.wav,CFX-20130331-UK-DorsetHarbour02.wav,Fountain at place pigale - Paris - France.wav,StreamPTDMos.wav,Rain 02 091012.wav,Rain_Patter_01.wav,atmo__wind_leaves_water_traffic.wav,Water on tarp 2.wav,WM_drain_pre_spin_cycle_24_96_mono.wav,Splashing in water.wav
A packet of crisps/chips are being ate.,Melon Stabs (Juicy).wav,AlexandreJourdan_2013_s2.wav,envelope.wav,160170_Gravel_OWI.wav,Plastic bag crumple.wav,Footsteps on Crunchy Snow.wav,footsteps_pebble_each_01.wav,gravel walking.wav,Fire crackling.wav,pepper grinder.wav
People talk with each other in a hallway.,Kurla local train station Mumbai (1).wav,16 coffee shop ambience.wav,Ambience outside a series of restaurants.wav,begin-metro-BCN.wav,people chatting background.wav,Kurla local train station Mumbai (2).wav,160718 HSN spanish fish market.wav,Portugese Fish Market.wav,BigCrowdBigHall.wav,city town Havana afternoon balcony.wav
A person is ringing a bike bell to signalise other people to move.,Bell7.wav,bikebell.wav,telephone ring.wav,Bell Ring.R.wav,Inside Servaas Church 01 100411.wav,Bell from large rabbit plush.wav,templebell.wav,Bell 6inch away.wav,Lisbon&#39;s church.wav,20110823_mountain.01.wav
Someone walking on leaves lightly then they talk before being cut off.,3 persons walking slowly on grass noisy ambient 2.wav,fly 1 sands_05.wav,20060510.walk.scrub.wav,footsteps in woods.wav,HeavySkirtMovement.wav,Footsteps on Crunchy Snow.wav,Covent_Garden_rain_5.wav,the sound of melting snow on the path high in the mountains - front.wav,footsteps-gravel-birds.wav,footsteps_pebble_each_01.wav
A bird chirps while small bits are thrown into a watery metal bowl.,screech_owl.wav,Birds of Noosa Biosphere Reserve.wav,spider_monkeys.wav,ambient_sound.wav,Birds and Nature.wav,Budgies Chirping 2.wav,nightbird.wav,20070628.casual.ambiance.wav,tile-scrape-flange1.wav,Birds_Singing.wav
Children talk and laugh while metal instruments are stroked and played in the background.,toy_tower.wav,16 coffee shop ambience.wav,begin-metro-BCN.wav,shopper_atmos.wav,people chatting background.wav,firenze_kids_churchyard.wav,Twee dozen aardbeien.wav,Mall Ambient.wav,PS3F_FOZ_centro_Mufato_anuncio2_tarde.wav,Busy Drug Store.wav
